id,station_code,station_name,region_id,latitude,longitude,altitude,station_type,soil_type_id,establishment_date,equipment_list,monitoring_frequency,responsible_person,contact_info,status,created_at
987,ST32340987,江苏省南京市山亭监测站987,717,32.82744047751702,117.96172142145005,884,村级,15,2021-08-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,周桂兰,13778397049,inactive,2025-01-31 07:38:06
988,ST21380988,辽宁省沈阳市山亭监测站988,329,43.357957949153224,125.37945669878614,84,村级,23,2022-07-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,徐欢,18150406982,maintenance,2024-02-22 06:32:22
989,ST64000989,宁夏回族自治区六安淄川监测站989,339,40.18354349076827,106.40651517259077,586,市级,32,2022-08-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,马小红,18567834303,inactive,2025-03-02 20:03:31
990,ST54000990,西藏自治区东莞监测站990,684,29.980694475527663,93.03240029548648,2346,国家级,36,2017-05-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,莫波,13789683268,maintenance,2024-06-06 15:03:02
991,ST13000991,河北省沈阳监测站991,814,38.65127786965832,112.38915661106572,854,国家级,31,2022-08-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,田淑兰,18992655975,active,2024-01-09 00:35:31
992,ST21000992,辽宁省宁德华龙监测站992,726,39.30345578231663,123.7693450108637,331,国家级,33,2022-07-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,冯桂芳,13985504603,maintenance,2023-09-15 09:11:31
993,ST32000993,江苏省上海监测站993,638,30.678054612849554,117.70831229969521,2022,县级,49,2022-09-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,余帆,15102338109,active,2023-07-25 15:14:15
994,ST53000994,云南省深圳南溪监测站994,902,23.932781765399962,99.58853900437259,2846,省级,6,2020-02-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,何艳,15841519781,inactive,2024-08-05 00:19:38
995,ST23000995,黑龙江省潜江淄川监测站995,741,49.32203803504744,129.14373030019277,2665,村级,27,2016-01-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,谭丽华,15144694920,maintenance,2023-10-23 11:15:24
996,ST33190996,浙江省宁波市沈北新监测站996,402,30.048931252044415,121.96428154865835,2307,国家级,48,2016-04-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,胡娜,18824445486,inactive,2023-12-31 20:43:02
997,ST50000997,重庆市荆门牧野监测站997,983,30.691367665426423,104.0586677350898,1848,国家级,38,2016-09-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,邵红霞,18099815658,active,2023-08-13 07:13:37
998,ST33000998,浙江省辽阳监测站998,496,28.71427586970546,119.9667977249941,2128,市级,37,2020-04-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,叶红霞,13460565669,maintenance,2023-08-13 07:00:18
999,ST32340999,江苏省南京市黄浦监测站999,418,30.9862188197134,117.41380607120944,2173,国家级,39,2019-03-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,黄俊,15135835597,maintenance,2024-07-01 19:39:43
1000,ST50001000,重庆市南昌城北监测站1000,523,30.932872857375905,106.99673196801047,1012,村级,50,2018-08-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,房梅,13297386313,active,2023-12-14 15:18:22
1001,ST51001001,四川省海口南湖监测站1001,985,30.192894980630673,104.68781427881491,2341,市级,24,2021-01-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,杨建军,18013722226,maintenance,2025-03-28 00:17:13
1002,ST34001002,安徽省监测站1002,12,31.28976758641055,116.64087948261884,2944,市级,31,2021-02-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,袁建,14551412641,active,2024-11-28 19:07:02
1003,ST21001003,辽宁省石家庄海陵监测站1003,241,43.38402558495303,122.88829115055404,1142,村级,34,2023-05-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,李建,15158337968,maintenance,2023-07-11 01:05:13
1004,ST46001004,海南省阜新监测站1004,671,20.940813280898247,110.68886247212237,1544,市级,13,2023-08-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,王秀珍,18039528270,maintenance,2024-04-02 01:18:05
1005,ST33001005,浙江省潮州监测站1005,962,31.359700912605362,119.37748925823418,2620,国家级,7,2017-10-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,张云,13674398473,inactive,2024-10-11 15:54:10
1006,ST50001006,重庆市六安和平监测站1006,295,28.93488326203604,108.41501194085743,843,国家级,33,2021-04-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,孙兰英,18603983790,inactive,2023-06-14 17:25:52
1007,ST52001007,贵州省哈尔滨梁平监测站1007,910,26.42052827282184,102.8871885852322,1893,省级,3,2015-07-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,刘秀荣,13908532184,inactive,2024-10-13 00:15:16
1008,ST41001008,河南省佛山东城监测站1008,577,35.34446944509314,113.95530071305352,1049,村级,44,2021-01-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,周小红,15170233876,inactive,2024-04-20 19:22:14
1009,ST35001009,福建省西安大东监测站1009,745,27.207600511630528,121.33938135642371,1997,国家级,43,2022-10-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,刘博,15161178524,inactive,2024-08-02 08:08:38
1010,ST62001010,甘肃省柳州大东监测站1010,724,34.48986384577571,101.6017897854777,664,省级,29,2016-02-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,马东,13191902632,maintenance,2024-08-08 14:33:11
1011,ST62001011,甘肃省巢湖山亭监测站1011,801,34.57745177986384,105.19273220578619,2090,市级,44,2019-11-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,吴宁,13152440064,maintenance,2024-07-08 13:01:02
1012,ST45001012,广西壮族自治区长沙东丽监测站1012,280,21.342043613511972,107.44597734235404,2225,省级,1,2019-09-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,刘丽,18685979712,inactive,2023-09-11 23:49:15
1013,ST23001013,黑龙江省潜江淄川监测站1013,364,49.714410702511195,128.51245158089066,2940,省级,7,2022-08-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,罗晶,15921820058,maintenance,2024-08-26 16:26:21
1014,ST37001014,山东省沈阳高港监测站1014,457,33.276951573643075,113.75956454964917,2275,村级,50,2018-08-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,周建平,15606850178,active,2024-08-07 11:51:55
1015,ST22001015,吉林省齐齐哈尔监测站1015,298,45.85158830901215,125.20365509891894,2720,国家级,9,2024-05-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,郭鹏,15075777789,active,2023-07-01 20:12:47
1016,ST31001016,上海市西安监测站1016,82,31.477607260563754,120.12431809526649,441,省级,23,2019-02-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,汪鹏,13323203343,maintenance,2025-04-20 21:54:39
1017,ST44001017,广东省齐齐哈尔监测站1017,833,24.214420106863386,113.4180053934219,1668,村级,49,2017-12-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,刘畅,15258755623,inactive,2024-11-30 21:01:58
1018,ST51001018,四川省海口南湖监测站1018,985,31.369600609024705,103.762324652642,119,村级,12,2019-04-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,彭想,13246475216,active,2024-01-05 00:00:33
1019,ST21001019,辽宁省石家庄监测站1019,147,41.52837262039256,123.38574565351502,1910,县级,10,2016-12-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,李岩,13809248649,maintenance,2023-12-08 05:25:47
1020,ST50001020,重庆市荆门双滦监测站1020,211,29.979671097796032,103.63708566606687,1971,省级,35,2017-06-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,胡秀兰,15916999058,active,2024-01-28 07:20:28
1021,ST35001021,福建省沈阳监测站1021,68,25.766502890371807,117.89577915849573,196,省级,41,2016-02-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,叶娟,15098443506,active,2024-08-31 06:50:32
1022,ST12001022,天津市海门翔安监测站1022,952,40.98907027565568,116.63841312168891,677,省级,50,2023-10-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,张玉,13442728311,active,2025-02-23 02:54:13
1023,ST51001023,四川省拉萨秀英监测站1023,841,28.152431235402936,103.46263893930967,2884,县级,10,2019-05-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,彭娜,13970232565,maintenance,2024-05-21 08:16:33
1024,ST32001024,江苏省西安龙潭监测站1024,712,32.58314531678013,120.13362433254801,2616,国家级,49,2016-05-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,陈岩,15900950106,maintenance,2024-05-15 13:16:15
1025,ST53001025,云南省合山山亭监测站1025,580,22.38518208446323,103.69377608237176,93,村级,20,2021-08-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,萧凯,13103670014,active,2023-09-06 00:20:13
1026,ST35001026,福建省通辽秀英监测站1026,848,24.059485666152646,120.01395972770742,2504,国家级,4,2018-08-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,郭洁,18617952099,active,2024-12-04 02:21:57
1027,ST13431027,河北省唐山市监测站1027,33,40.4070437831248,118.84795437147862,2767,县级,45,2020-07-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,李莉,15737104733,inactive,2025-04-20 00:31:45
1028,ST13431028,河北省唐山市滨城监测站1028,271,39.36861536577202,119.60233889559933,966,县级,35,2019-09-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,李玉珍,18905784970,inactive,2024-11-24 15:56:22
1029,ST42001029,湖北省郑州高坪监测站1029,560,31.536170158339385,115.11908331848299,494,村级,49,2017-03-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,金涛,18832721094,maintenance,2024-05-10 08:50:43
1030,ST50001030,重庆市福州监测站1030,165,28.15118399262512,104.89152890067642,1475,村级,37,2019-02-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,梁淑兰,18729552130,active,2023-08-21 07:04:25
1031,ST44001031,广东省澳门清河监测站1031,767,21.711307406591303,114.09620327480033,599,村级,41,2015-11-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,朱秀英,13877464187,active,2024-09-04 04:44:17
1032,ST33001032,浙江省哈尔滨门头沟监测站1032,246,29.802747972418867,122.67996614416651,1744,市级,19,2019-08-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,张宇,18029085387,active,2024-01-20 15:20:55
1033,ST31001033,上海市西安朝阳监测站1033,835,29.60013715323921,119.96993952782334,989,市级,26,2018-03-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,赵宁,15613938993,inactive,2024-09-04 23:00:07
1034,ST21001034,辽宁省石家庄白云监测站1034,353,41.99856273523323,124.02932884423535,2582,市级,22,2024-01-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,丁淑珍,14705366901,maintenance,2024-04-06 21:23:40
1035,ST63001035,青海省澳门沙市监测站1035,633,38.252611683142796,99.32169775903822,1302,县级,13,2019-10-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,刘娟,13188987915,active,2025-04-21 00:35:03
1036,ST33001036,浙江省关岭璧山监测站1036,309,31.374270004947427,124.02759684769897,1491,县级,31,2021-06-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,潘建平,15597947670,inactive,2024-08-04 22:56:11
1037,ST33001037,浙江省张家港沙湾监测站1037,965,29.15003642625127,116.66604842935745,2036,国家级,27,2016-08-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,王建军,18193559594,active,2023-09-17 04:59:00
1038,ST54001038,西藏自治区呼和浩特白云监测站1038,171,28.24002326625558,90.34501104435238,1,村级,5,2016-03-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,陈淑兰,18285956647,active,2023-06-25 08:01:16
1039,ST44001039,广东省关岭长寿监测站1039,558,26.887007111982797,114.09368076862181,315,县级,33,2020-03-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,徐芳,18735261317,active,2025-04-21 02:59:38
1040,ST21001040,辽宁省澳门涪城监测站1040,683,40.6107875526506,124.4215312078418,578,市级,11,2021-08-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,唐凤兰,15934953758,inactive,2023-09-20 22:11:43
1041,ST33001041,浙江省辽阳怀柔监测站1041,885,30.169040675465602,118.30890665041049,659,国家级,5,2023-12-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,钱小红,18751395841,active,2024-11-15 04:16:31
1042,ST50001042,重庆市哈尔滨监测站1042,136,27.93905490819549,107.73260971254273,2868,村级,42,2021-08-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,苗玲,18726773723,active,2023-12-13 04:36:38
1043,ST12001043,天津市广州监测站1043,589,41.14594828739129,117.61034938026219,2256,省级,24,2022-05-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,龙秀英,14731187656,active,2024-10-10 19:27:13
1044,ST37001044,山东省沈阳东丽监测站1044,380,35.638247988215085,117.15034584875976,2147,国家级,34,2015-12-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,萧俊,13276513081,inactive,2024-10-29 13:49:13
1045,ST33191045,浙江省宁波市清城监测站1045,686,30.920659853782315,123.54197051717856,2137,市级,30,2016-01-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,黄凯,14744335140,active,2024-03-07 07:57:37
1046,ST50001046,重庆市贵阳监测站1046,337,31.358835369623527,108.75980864090332,149,县级,3,2018-07-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,李阳,13862371832,inactive,2024-09-22 16:39:04
1047,ST33001047,浙江省邯郸监测站1047,70,28.012642200978263,122.71142736325571,725,市级,40,2018-07-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,何荣,13731604506,active,2024-02-19 19:23:03
1048,ST21001048,辽宁省石家庄沙湾监测站1048,274,40.84658659275938,123.97158787196285,1543,市级,28,2017-02-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,王玲,13312943851,active,2025-01-29 23:31:04
1049,ST12001049,天津市海门东丽监测站1049,435,40.70426472060112,117.3617807859147,1187,国家级,31,2018-02-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,梁玉梅,13765277715,maintenance,2024-09-08 01:20:52
1050,ST33191050,浙江省宁波市闵行监测站1050,887,29.956602263270284,120.13213700544489,2385,县级,42,2018-10-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,倪瑜,14561803800,maintenance,2023-12-15 03:14:28
1051,ST42001051,湖北省上海清河监测站1051,515,28.862357172025693,114.52679026811111,2060,国家级,2,2022-03-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,阎芳,18947689683,active,2023-07-11 05:05:35
1052,ST34001052,安徽省太原监测站1052,62,30.586417324118035,118.59137000165333,262,省级,39,2019-05-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,余慧,14534796031,inactive,2024-04-19 20:44:03
1053,ST65001053,新疆维吾尔自治区香港西峰监测站1053,738,42.58787038582522,87.60398392810532,497,村级,32,2020-10-08,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,刘飞,13237790508,maintenance,2023-11-09 02:59:19
1054,ST21901054,辽宁省大连市怀柔监测站1054,396,39.95189910249154,119.8778783373796,1284,县级,23,2016-06-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,叶荣,15941910931,inactive,2023-10-30 21:21:17
1055,ST53001055,云南省北镇黄浦监测站1055,562,25.46016604828471,105.69983087851824,793,村级,13,2016-11-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,刘欢,15788174606,active,2023-11-26 15:20:48
1056,ST43001056,湖南省重庆大东监测站1056,873,26.616146129090108,113.27139426746172,2460,村级,27,2023-02-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,朱玲,13894367290,inactive,2023-12-17 08:45:06
1057,ST50001057,重庆市六安和平监测站1057,295,28.534172205666327,108.24128688280845,2394,村级,19,2021-04-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,刘平,13189909939,inactive,2024-05-20 12:04:52
1058,ST21381058,辽宁省沈阳市山亭监测站1058,329,42.13793397578621,125.67171189275612,456,市级,4,2019-02-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,高秀兰,18713338239,active,2025-03-21 18:04:02
1059,ST13001059,河北省荆门长寿监测站1059,812,41.49904447501149,116.41566527543401,1440,市级,15,2018-12-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,邵波,15917135769,maintenance,2025-02-27 02:52:07
1060,ST45001060,广西壮族自治区广州监测站1060,500,20.841918142705907,110.71123837589636,1147,国家级,18,2017-05-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,吕丽娟,13118823408,inactive,2025-05-11 15:29:27
1061,ST54001061,西藏自治区南宁南湖监测站1061,510,30.599646744400346,92.01790955693303,329,市级,39,2016-12-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,魏小红,13693207839,maintenance,2023-09-23 14:13:55
1062,ST22001062,吉林省六安监测站1062,141,43.205587118292925,124.27654626566363,34,国家级,14,2022-04-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,黄玉英,13297118258,active,2023-09-23 02:08:51
1063,ST37001063,山东省太原监测站1063,521,38.865131039395244,116.23221870115508,849,县级,22,2020-11-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,赵金凤,18769554006,inactive,2024-08-30 15:58:23
1064,ST53001064,云南省合山璧山监测站1064,837,25.07486474935243,104.54565272338738,1534,国家级,34,2021-05-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,普霞,15029418546,active,2024-03-04 02:27:25
1065,ST11001065,北京市监测站1065,1,40.577860614168706,115.76303705498731,250,村级,48,2024-01-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,蔡飞,18094919718,maintenance,2023-11-08 05:03:34
1066,ST13591066,河北省石家庄市东城监测站1066,597,40.18926344841029,116.914992566226,2129,村级,45,2021-08-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,李秀芳,13739128651,inactive,2025-05-06 14:32:24
1067,ST21001067,辽宁省六盘水浔阳监测站1067,694,41.68316452186953,126.75326219082585,1340,市级,22,2023-02-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,金晶,13127453376,maintenance,2024-11-25 02:08:06
1068,ST65001068,新疆维吾尔自治区香港监测站1068,629,44.16292330027516,87.04075760821523,1459,省级,46,2023-01-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,周想,13063612730,active,2024-07-20 00:15:24
1069,ST37001069,山东省西安永川监测站1069,475,38.604066580692454,116.87474690251213,2924,村级,21,2019-06-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,刘鑫,18754839846,active,2025-06-01 23:28:17
1070,ST41001070,河南省佛山监测站1070,320,36.26971841068212,115.05847381056498,1653,村级,28,2018-08-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,朱玉兰,13122900052,active,2024-02-26 08:07:40
1071,ST52001071,贵州省哈尔滨西峰监测站1071,840,26.973201140014737,103.98195265590913,2701,县级,23,2016-03-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,徐艳,13664717146,inactive,2024-11-11 08:20:07
1072,ST64001072,宁夏回族自治区合肥沙市监测站1072,950,38.60298904867705,104.3186600166685,924,市级,21,2021-01-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,张柳,18708272154,maintenance,2024-01-28 21:25:26
1073,ST52001073,贵州省哈尔滨闵行监测站1073,497,28.131231444907023,106.54596665358022,2383,省级,36,2015-07-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,胡婷,15105402733,active,2024-08-13 14:20:10
1074,ST54001074,西藏自治区东莞房山监测站1074,832,29.158034702354172,91.69361918814914,267,国家级,22,2019-05-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,蔡欢,18988430986,maintenance,2025-01-14 04:24:55
1075,ST23001075,黑龙江省潜江房山监测站1075,349,45.9543520220485,126.27657815248729,1193,国家级,23,2021-08-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,王玉珍,15578901584,inactive,2023-12-24 02:46:50
1076,ST65001076,新疆维吾尔自治区沈阳黄浦监测站1076,744,43.93342333471367,85.37697406583615,303,县级,12,2022-12-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,昝建国,18523719875,inactive,2023-12-01 09:17:08
1077,ST52001077,贵州省银川城东监测站1077,596,27.30844981671208,110.16886831154285,2984,县级,33,2019-12-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,孙建华,18093745420,maintenance,2024-09-10 17:18:37
1078,ST44001078,广东省南宁监测站1078,397,24.00380801875933,112.7519420910466,1590,村级,8,2017-05-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,梁冬梅,15996449795,active,2024-09-11 19:50:10
1079,ST15001079,内蒙古自治区台北安次监测站1079,318,41.1525905436179,112.05963984862706,2003,村级,9,2016-10-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,郑小红,13394102425,inactive,2024-03-29 13:45:31
1080,ST64001080,宁夏回族自治区昆明长寿监测站1080,284,40.99707948269017,106.26047505178092,1814,村级,8,2016-08-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,张丽华,18274478404,inactive,2025-01-25 17:17:21
1081,ST23001081,黑龙江省大冶监测站1081,407,45.770258610202866,126.41694605120671,1479,县级,26,2019-05-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,万瑞,18825116625,maintenance,2025-03-17 14:45:16
1082,ST37001082,山东省沈阳安次监测站1082,390,36.55825918541769,113.60487999019736,861,市级,5,2023-05-08,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,高玉珍,18210545941,active,2024-11-18 15:25:40
1083,ST50001083,重庆市福州双滦监测站1083,382,28.057795976370183,103.52068056502301,763,市级,27,2020-10-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,刘飞,15801981210,active,2024-12-08 15:19:34
1084,ST11001084,北京市天津璧山监测站1084,316,41.0919000816735,116.2831162457452,2938,村级,15,2021-07-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,李璐,13013435790,active,2025-05-19 15:28:16
1085,ST36001085,江西省潜江监测站1085,290,26.53272976957912,116.83843063619352,1850,县级,44,2020-03-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,龙欢,14703305169,maintenance,2025-04-17 20:56:01
1086,ST64001086,宁夏回族自治区昆明花溪监测站1086,433,37.653243713318716,106.54859760416352,956,市级,44,2020-05-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,陈雪,14710504321,active,2024-10-02 21:43:17
1087,ST23001087,黑龙江省大冶监测站1087,407,44.842546098087226,125.48259870735882,39,村级,21,2023-10-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,黄颖,14518576949,inactive,2023-06-13 19:12:54
1088,ST23001088,黑龙江省石家庄永川监测站1088,706,45.26698205102488,124.26613197146841,1247,国家级,22,2018-09-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,武雪梅,13646760101,inactive,2025-06-03 00:13:36
1089,ST43001089,湖南省重庆监测站1089,43,26.637300288551728,111.48407540657858,2378,市级,14,2023-02-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,余金凤,14740626886,inactive,2023-12-30 22:16:12
